Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,Rx CTCSS,DCS,Rx DCS,Skip,Step,Mask,Attenuator,Comment,IPO,
182,145.725,145.125,0.600000,Minus,FM,GB3DA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
183,50.77,51.27,0.500000,Plus,FM,GB3DB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
184,145.6875,145.0875,0.600000,Minus,FM,GB3DC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
185,433.25,434.85,1.600000,Plus,FM,GB3DD,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
186,433.175,434.775,1.600000,Plus,FM,GB3DE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
187,145.775,145.175,0.600000,Minus,FM,GB3DG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
188,433.15,434.75,1.600000,Plus,FM,GB3DI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
189,430.925,438.525,7.600000,Plus,FM,GB3DM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
190,145.6375,145.0375,0.600000,Minus,FM,GB3DN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
191,430.975,438.575,7.600000,Plus,FM,GB3DQ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
192,145.7375,145.1375,0.600000,Minus,FM,GB3DR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
193,433.325,434.925,1.600000,Plus,FM,GB3DS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
194,433,434.6,1.600000,Plus,FM,GB3DT,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
195,145.7625,145.1625,0.600000,Minus,FM,GB3DU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
196,433.025,434.625,1.600000,Plus,FM,GB3DV,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
197,145.6625,145.0625,0.600000,Minus,FM,GB3DW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
198,433.3,434.9,1.600000,Plus,FM,GB3DX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
199,433.25,434.85,1.600000,Plus,FM,GB3DY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
200,145.6875,145.0875,0.600000,Minus,FM,GB3EA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
201,145.7875,145.1875,0.600000,Minus,FM,GB3EB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
202,50.83,51.33,0.500000,Plus,FM,GB3EC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
203,433.35,434.95,1.600000,Plus,FM,GB3ED,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
204,433.3,434.9,1.600000,Plus,FM,GB3EE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
205,50.72,51.22,0.500000,Plus,FM,GB3EF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
206,430.9125,438.5125,7.600000,Plus,FM,GB3EG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
207,430.9625,438.5625,7.600000,Plus,FM,GB3EH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
208,145.6125,145.0125,0.600000,Minus,FM,GB3EI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
209,1297.1,1291.1,6.000000,Minus,FM,GB3EJ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
210,430.8875,438.4875,7.600000,Plus,FM,GB3EK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
211,145.6,145,0.600000,Minus,FM,GB3EL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
212,145.7625,145.1625,0.600000,Minus,FM,GB3EM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
213,145.7375,145.1375,0.600000,Minus,FM,GB3EP,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
214,433.075,434.675,1.600000,Plus,FM,GB3ER,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
215,145.675,145.075,0.600000,Minus,FM,GB3ES,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
216,438.4375,430.8375,7.600000,Minus,FM,GB3EU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
217,145.7,145.1,0.600000,Minus,FM,GB3EV,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
218,145.6125,145.0125,0.600000,Minus,FM,GB3EW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
219,430.95,438.55,7.600000,Plus,FM,GB3EX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
220,430.975,438.575,7.600000,Plus,FM,GB3EZ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
221,430.85,438.45,7.600000,Plus,FM,GB3FC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
222,145.6625,145.0625,0.600000,Minus,FM,GB3FE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
223,145.7125,145.1125,0.600000,Minus,FM,GB3FG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
224,50.77,51.27,0.500000,Plus,FM,GB3FH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
225,430.925,438.525,7.600000,Plus,FM,GB3FI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
226,430.95,438.55,7.600000,Plus,FM,GB3FJ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
227,145.75,145.15,0.600000,Minus,FM,GB3FK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
228,1297.05,1291.05,6.000000,Minus,FM,GB3FM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
229,433.375,434.975,1.600000,Plus,FM,GB3FN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
230,145.775,145.175,0.600000,Minus,FM,GB3FR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
231,145.75,145.15,0.600000,Minus,FM,GB3FU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
232,50.81,51.31,0.500000,Plus,FM,GB3FX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
233,433.3,434.9,1.600000,Plus,FM,GB3GB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
234,50.73,51.23,0.500000,Plus,FM,GB3GC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
235,145.625,145.025,0.600000,Minus,FM,GB3GD,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
236,433.3,434.9,1.600000,Plus,FM,GB3GF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
237,433.125,434.725,1.600000,Plus,FM,GB3GH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
238,145.6375,145.0375,0.600000,Minus,FM,GB3GJ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
239,430.9,438.5,7.600000,Plus,FM,GB3GL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
240,145.775,145.175,0.600000,Minus,FM,GB3GN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
241,145.7875,145.1875,0.600000,Minus,FM,GB3GO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
242,430.85,438.45,7.600000,Plus,FM,GB3GR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
243,433.3,434.9,1.600000,Plus,FM,GB3GS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
244,433.325,434.925,1.600000,Plus,FM,GB3GU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
245,433.275,434.875,1.600000,Plus,FM,GB3GY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
246,145.75,145.15,0.600000,Minus,FM,GB3HA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
247,433.375,434.975,1.600000,Plus,FM,GB3HB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
248,433.15,434.75,1.600000,Plus,FM,GB3HC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
249,433.225,434.825,1.600000,Plus,FM,GB3HD,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
250,145.625,145.025,0.600000,Minus,FM,GB3HG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
251,145.7,145.1,0.600000,Minus,FM,GB3HH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
252,145.7,145.1,0.600000,Minus,FM,GB3HI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
253,433.025,434.625,1.600000,Plus,FM,GB3HJ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
254,433.05,434.65,1.600000,Plus,FM,GB3HK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
255,50.82,51.32,0.500000,Plus,FM,GB3HM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
256,433.025,434.625,1.600000,Plus,FM,GB3HN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
257,430.8875,438.4875,7.600000,Plus,FM,GB3HO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
258,433.35,434.95,1.600000,Plus,FM,GB3HR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
259,145.65,145.05,0.600000,Minus,FM,GB3HS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
260,433.275,434.875,1.600000,Plus,FM,GB3HT,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
261,433.325,434.925,1.600000,Plus,FM,GB3HW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
262,50.76,51.26,0.500000,Plus,FM,GB3HX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
263,430.9,438.5,7.600000,Plus,FM,GB3HY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
264,433.125,434.725,1.600000,Plus,FM,GB3IC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
265,145.775,145.175,0.600000,Minus,FM,GB3IG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
266,433.1,434.7,1.600000,Plus,FM,GB3IH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
267,145.7625,145.1625,0.600000,Minus,FM,GB3IK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
268,430.825,438.425,7.600000,Plus,FM,GB3IM-C,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
269,430.875,438.475,7.600000,Plus,FM,GB3IM-P,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
270,430.825,438.425,7.600000,Plus,FM,GB3IM-R,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
271,433.125,434.725,1.600000,Plus,FM,GB3IM-S,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
272,145.6375,145.0375,0.600000,Minus,FM,GB3IN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
273,430.975,438.575,7.600000,Plus,FM,GB3IP,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
274,145.7625,145.1625,0.600000,Minus,FM,GB3IR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
275,433.225,434.825,1.600000,Plus,FM,GB3IW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
276,145.7875,145.1875,0.600000,Minus,FM,GB3JB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
277,145.7875,145.1875,0.600000,Minus,FM,GB3JL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
278,430.875,438.475,7.600000,Plus,FM,GB3JM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
279,433.025,434.625,1.600000,Plus,FM,GB3JS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
280,430.9,438.5,7.600000,Plus,FM,GB3JU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
281,430.8875,438.4875,7.600000,Plus,FM,GB3KA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
282,430.9,438.5,7.600000,Plus,FM,GB3KC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
283,145.6875,145.0875,0.600000,Minus,FM,GB3KE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
284,145.6625,145.0625,0.600000,Minus,FM,GB3KI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
285,430.975,438.575,7.600000,Plus,FM,GB3KK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
286,433.1,434.7,1.600000,Plus,FM,GB3KL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
287,145.7,145.1,0.600000,Minus,FM,GB3KN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
288,430.8125,438.4125,7.600000,Plus,FM,GB3KR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
289,145.625,145.025,0.600000,Minus,FM,GB3KS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
290,430.9,438.5,7.600000,Plus,FM,GB3KT,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
291,433.075,434.675,1.600000,Plus,FM,GB3KU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
292,430.975,438.575,7.600000,Plus,FM,GB3KV,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
293,430.825,438.425,7.600000,Plus,FM,GB3KW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
294,145.7125,145.1125,0.600000,Minus,FM,GB3KY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
295,145.7125,145.1125,0.600000,Minus,FM,GB3LA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
296,145.7875,145.1875,0.600000,Minus,FM,GB3LB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
297,430.9375,438.5375,7.600000,Plus,FM,GB3LC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
298,145.675,145.075,0.600000,Minus,FM,GB3LD,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
299,433.1,434.7,1.600000,Plus,FM,GB3LE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
300,433.35,434.95,1.600000,Plus,FM,GB3LF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
301,433.375,434.975,1.600000,Plus,FM,GB3LH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
302,433.25,434.85,1.600000,Plus,FM,GB3LI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
303,433,434.6,1.600000,Plus,FM,GB3LL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
304,145.725,145.125,0.600000,Minus,FM,GB3LM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
305,430.925,438.525,7.600000,Plus,FM,GB3LN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
306,50.75,51.25,0.500000,Plus,FM,GB3LP,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
307,430.8625,438.4625,7.600000,Plus,FM,GB3LR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
308,433.05,434.65,1.600000,Plus,FM,GB3LS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
309,433.25,434.85,1.600000,Plus,FM,GB3LT,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
310,145.675,145.075,0.600000,Minus,FM,GB3LU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
311,433.05,434.65,1.600000,Plus,FM,GB3LV,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
312,145.6,145,0.600000,Minus,FM,GB3LY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
313,145.6625,145.0625,0.600000,Minus,FM,GB3LZ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
314,433.375,434.975,1.600000,Plus,FM,GB3MB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
315,433.15,434.75,1.600000,Plus,FM,GB3ME,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
316,145.625,145.025,0.600000,Minus,FM,GB3MH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
317,145.7125,145.1125,0.600000,Minus,FM,GB3MI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
318,433,434.6,1.600000,Plus,FM,GB3MK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
319,430.9125,438.5125,7.600000,Plus,FM,GB3ML,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
320,1297.15,1291.15,6.000000,Minus,FM,GB3MM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
321,145.65,145.05,0.600000,Minus,FM,GB3MN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
322,145.75,145.15,0.600000,Minus,FM,GB3MP,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
323,433.35,434.95,1.600000,Plus,FM,GB3MR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
324,430.9,438.5,7.600000,Plus,FM,GB3MT,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
325,433.25,434.85,1.600000,Plus,FM,GB3MW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
326,433.275,434.875,1.600000,Plus,FM,GB3MY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
327,145.6125,145.0125,0.600000,Minus,FM,GB3NA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
328,145.625,145.025,0.600000,Minus,FM,GB3NB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
329,145.725,145.125,0.600000,Minus,FM,GB3NC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
330,145.7625,145.1625,0.600000,Minus,FM,GB3NE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
331,145.625,145.025,0.600000,Minus,FM,GB3NF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
332,145.625,145.025,0.600000,Minus,FM,GB3NG,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
333,430.95,438.55,7.600000,Plus,FM,GB3NH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
334,145.725,145.125,0.600000,Minus,FM,GB3NI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
335,433.1,434.7,1.600000,Plus,FM,GB3NK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
336,145.775,145.175,0.600000,Minus,FM,GB3NL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
337,433.05,434.65,1.600000,Plus,FM,GB3NN,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
338,1297,1291,6.000000,Minus,FM,GB3NO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
339,430.8875,438.4875,7.600000,Plus,FM,GB3NP,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
340,433,434.6,1.600000,Plus,FM,GB3NR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
341,433,434.6,1.600000,Plus,FM,GB3NT,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
342,145.625,145.025,0.600000,Minus,FM,GB3NW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
343,430.85,438.45,7.600000,Plus,FM,GB3NX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
344,430.825,438.425,7.600000,Plus,FM,GB3NY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
345,145.6,145,0.600000,Minus,FM,GB3NZ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
346,145.6125,145.0125,0.600000,Minus,FM,GB3OA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
347,145.65,145.05,0.600000,Minus,FM,GB3OC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
348,430.95,438.55,7.600000,Plus,FM,GB3OH,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
349,430.95,438.55,7.600000,Plus,FM,GB3OM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
350,430.8375,438.4375,7.600000,Plus,FM,GB3OR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
351,433.125,434.725,1.600000,Plus,FM,GB3OV,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
352,430.95,438.55,7.600000,Plus,FM,GB3OY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
353,145.625,145.025,0.600000,Minus,FM,GB3PA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
354,145.625,145.025,0.600000,Minus,FM,GB3PB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
355,430.8625,438.4625,7.600000,Plus,FM,GB3PC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
356,145.675,145.075,0.600000,Minus,FM,GB3PE,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
357,433,434.6,1.600000,Plus,FM,GB3PF,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
358,145.75,145.15,0.600000,Minus,FM,GB3PI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
359,145.6625,145.0625,0.600000,Minus,FM,GB3PK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
360,145.7625,145.1625,0.600000,Minus,FM,GB3PL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
361,430.9,438.5,7.600000,Plus,FM,GB3PM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
362,145.65,145.05,0.600000,Minus,FM,GB3PO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
363,433.375,434.975,1.600000,Plus,FM,GB3PP,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
364,145.675,145.075,0.600000,Minus,FM,GB3PR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
365,1297.075,1291.075,6.000000,Minus,FM,GB3PS,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
366,430.8625,438.4625,7.600000,Plus,FM,GB3PT,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
367,433,434.6,1.600000,Plus,FM,GB3PU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
